#1:r 2:H 3:Rho0 4:RhoMean 5:S 6:Tc 7:Te 8:Vr 9:Vphi 10:tauR 11:x 12:s_e 13:B_r 14:B_phi 15:B_z
77.628 4.0627 8.94e-14 7.65e-14 9.32 8.64 9.98 -9.3 337725 0.00e+00 1.62e-11 5.61e+06 4.75e-05 -2.93e-03 2.94e-03
79.434 4.1887 8.44e-14 7.23e-14 9.08 8.57 9.91 -9.3 333864 0.00e+00 1.72e-11 5.96e+06 4.77e-05 -2.88e-03 2.89e-03
81.282 4.3185 7.98e-14 6.82e-14 8.84 8.51 9.84 -9.3 330048 0.00e+00 1.82e-11 6.35e+06 4.75e-05 -2.83e-03 2.85e-03
83.173 4.4526 7.53e-14 6.44e-14 8.61 8.44 9.78 -9.4 326274 0.00e+00 1.93e-11 6.75e+06 4.72e-05 -2.78e-03 2.81e-03
85.108 4.5910 7.11e-14 6.09e-14 8.38 8.37 9.71 -9.4 322544 0.00e+00 2.05e-11 7.18e+06 4.70e-05 -2.73e-03 2.77e-03
87.087 4.7335 6.72e-14 5.75e-14 8.16 8.31 9.65 -9.4 318857 0.00e+00 2.17e-11 7.64e+06 4.68e-05 -2.68e-03 2.73e-03
89.113 4.8807 6.34e-14 5.43e-14 7.95 8.24 9.58 -9.5 315212 0.00e+00 2.30e-11 8.13e+06 4.66e-05 -2.63e-03 2.69e-03
91.186 5.0325 5.99e-14 5.12e-14 7.74 8.18 9.52 -9.5 311608 0.00e+00 2.44e-11 8.65e+06 4.64e-05 -2.58e-03 2.65e-03
93.308 5.1892 5.65e-14 4.84e-14 7.53 8.12 9.45 -9.5 308046 0.00e+00 2.59e-11 9.21e+06 4.62e-05 -2.53e-03 2.61e-03
95.478 5.3508 5.34e-14 4.57e-14 7.33 8.06 9.39 -9.6 304524 0.00e+00 2.74e-11 9.80e+06 4.60e-05 -2.49e-03 2.57e-03
97.699 5.5175 5.04e-14 4.31e-14 7.14 8.00 9.32 -9.6 301043 0.00e+00 2.91e-11 1.04e+07 4.58e-05 -2.44e-03 2.53e-03
99.972 5.6896 4.76e-14 4.07e-14 6.95 7.94 9.26 -9.6 297601 0.00e+00 3.08e-11 1.11e+07 4.56e-05 -2.40e-03 2.49e-03
102.298 5.8671 4.49e-14 3.84e-14 6.76 7.88 9.20 -9.7 294199 0.00e+00 3.27e-11 1.18e+07 4.54e-05 -2.35e-03 2.46e-03
104.677 6.0500 4.24e-14 3.63e-14 6.58 7.82 9.13 -9.7 290836 0.00e+00 3.47e-11 1.26e+07 4.52e-05 -2.31e-03 2.42e-03
107.112 6.2390 4.00e-14 3.42e-14 6.41 7.76 9.07 -9.8 287511 0.00e+00 3.67e-11 1.34e+07 4.50e-05 -2.26e-03 2.38e-03
109.604 6.4337 3.78e-14 3.23e-14 6.24 7.70 9.01 -9.8 284224 0.00e+00 3.90e-11 1.42e+07 4.48e-05 -2.22e-03 2.35e-03
112.154 6.6347 3.57e-14 3.05e-14 6.07 7.64 8.95 -9.8 280975 0.00e+00 4.13e-11 1.51e+07 4.46e-05 -2.18e-03 2.31e-03
114.763 6.8420 3.36e-14 2.88e-14 5.91 7.59 8.89 -9.9 277763 0.00e+00 4.38e-11 1.61e+07 4.44e-05 -2.14e-03 2.28e-03
117.432 7.0560 3.18e-14 2.72e-14 5.75 7.53 8.83 -9.9 274587 0.00e+00 4.64e-11 1.71e+07 4.42e-05 -2.10e-03 2.25e-03
120.164 7.2765 3.00e-14 2.56e-14 5.60 7.47 8.77 -10.0 271448 0.00e+00 4.92e-11 1.82e+07 4.41e-05 -2.06e-03 2.21e-03
122.959 7.5041 2.83e-14 2.42e-14 5.45 7.42 8.71 -10.0 268345 0.00e+00 5.22e-11 1.94e+07 4.39e-05 -2.02e-03 2.18e-03
125.820 7.7390 2.67e-14 2.28e-14 5.30 7.36 8.65 -10.0 265277 0.00e+00 5.54e-11 2.06e+07 4.37e-05 -1.98e-03 2.15e-03
128.746 7.9814 2.52e-14 2.16e-14 5.16 7.31 8.59 -10.1 262244 0.00e+00 5.87e-11 2.20e+07 4.35e-05 -1.94e-03 2.11e-03
131.741 8.2311 2.38e-14 2.03e-14 5.02 7.26 8.53 -10.1 259246 0.00e+00 6.23e-11 2.34e+07 4.33e-05 -1.91e-03 2.08e-03
134.806 8.4891 2.24e-14 1.92e-14 4.89 7.21 8.47 -10.2 256283 0.00e+00 6.60e-11 2.49e+07 4.32e-05 -1.87e-03 2.05e-03
137.942 8.7549 2.12e-14 1.81e-14 4.76 7.15 8.42 -10.2 253353 0.00e+00 7.00e-11 2.64e+07 4.30e-05 -1.83e-03 2.02e-03
141.151 9.0293 2.00e-14 1.71e-14 4.63 7.10 8.36 -10.2 250456 0.00e+00 7.42e-11 2.81e+07 4.28e-05 -1.80e-03 1.99e-03
144.434 9.3123 1.88e-14 1.61e-14 4.50 7.05 8.30 -10.3 247593 0.00e+00 7.87e-11 2.99e+07 4.26e-05 -1.77e-03 1.96e-03
147.794 9.6042 1.78e-14 1.52e-14 4.38 7.00 8.24 -10.3 244763 0.00e+00 8.35e-11 3.19e+07 4.25e-05 -1.73e-03 1.93e-03
151.232 9.9055 1.68e-14 1.44e-14 4.26 6.95 8.19 -10.4 241965 0.00e+00 8.85e-11 3.39e+07 4.23e-05 -1.70e-03 1.90e-03
154.750 10.2162 1.58e-14 1.35e-14 4.15 6.90 8.13 -10.4 239198 0.00e+00 9.39e-11 3.61e+07 4.21e-05 -1.67e-03 1.87e-03
158.350 10.5367 1.49e-14 1.28e-14 4.04 6.85 8.08 -10.5 236464 0.00e+00 9.95e-11 3.84e+07 4.20e-05 -1.63e-03 1.84e-03
162.034 10.8673 1.41e-14 1.21e-14 3.93 6.80 8.02 -10.5 233761 0.00e+00 1.06e-10 4.08e+07 4.18e-05 -1.60e-03 1.82e-03
165.803 11.2086 1.33e-14 1.14e-14 3.82 6.75 7.97 -10.6 231088 0.00e+00 1.12e-10 4.35e+07 4.16e-05 -1.57e-03 1.79e-03
169.660 11.5602 1.25e-14 1.07e-14 3.72 6.70 7.91 -10.6 228446 0.00e+00 1.19e-10 4.62e+07 4.15e-05 -1.54e-03 1.76e-03
